key,title,authors,year,journal,publisher,citations,url,tool
forman2005spectralnet,SpectralNET--an application for spectral graph analysis and visualization,"Forman, Joshua J and Clemons, Paul A and Schreiber, Stuart L and Haggarty, Stephen J",2005,BMC bioinformatics,BioMed Central,38,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-6-260,SpectralNET
gonccalves2013cysbgn,CySBGN: a cytoscape plug-in to integrate SBGN maps,"Gon{\c{c}}alves, Emanuel and van Iersel, Martijn and Saez-Rodriguez, Julio",2013,BMC bioinformatics,BioMed Central,8,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-14-17,CySBGN
dinkla2014examine,eXamine: Exploring annotated modules in networks,"Dinkla, Kasper and El-Kebir, Mohammed and Bucur, Cristina-Iulia and Siderius, Marco and Smit, Martine J and Westenberg, Michel A and Klau, Gunnar W",2014,BMC bioinformatics,BioMed Central,20,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-201,eXamine
wang20133dscapecs,"3DScapeCS: application of three dimensional, parallel, dynamic network visualization in Cytoscape","Wang, Qi and Tang, Biao and Song, Lifu and Ren, Biao and Liang, Qun and Xie, Feng and Zhuo, Ying and Liu, Xueting and Zhang, Lixin",2013,BMC bioinformatics,BioMed Central,13,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-14-322,3DScapeCS
bohler2015automatically,Automatically visualise and analyse data on pathways using PathVisioRPC from any programming environment,"Bohler, Anwesha and Eijssen, Lars MT and van Iersel, Martijn P and Leemans, Christ and Willighagen, Egon L and Kutmon, Martina and Jaillard, Magali and Evelo, Chris T",2015,BMC bioinformatics,BioMed Central,8,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-015-0708-8,PathVisioRPC
moulos2013kupnetviz,The KUPNetViz: a biological network viewer for multiple-omics datasets in kidney diseases,"Moulos, Panagiotis and Klein, Julie and Jupp, Simon and Stevens, Robert and Bascands, Jean-Loup and Schanstra, Joost P",2013,BMC bioinformatics,BioMed Central,11,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-14-235,KUPNetViz
toure2016ston,STON: exploring biological pathways using the SBGN standard and graph databases,"Tour{\'e}, Vasundra and Mazein, Alexander and Waltemath, Dagmar and Balaur, Irina and Saqi, Mansoor and Henkel, Ron and Pellet, Johann and Auffray, Charles",2016,BMC bioinformatics,BioMed Central,6,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-016-1394-x,STON
zhu2015pathrings,PathRings: a web-based tool for exploration of ortholog and expression data in biological pathways,"Zhu, Yongnan and Sun, Liang and Garbarino, Alexander and Schmidt, Carl and Fang, Jinglong and Chen, Jian",2015,BMC bioinformatics,BioMed Central,12,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-015-0585-1,PathRings
durand2006genolink,Genolink: a graph-based querying and browsing system for investigating the function of genes and proteins,"Durand, Patrick and Labarre, Laurent and Meil, Alain and Divol, Jean-Louis and Vandenbrouck, Yves and Viari, Alain and Wojcik, J{\'e}r{\^o}me",2006,BMC bioinformatics,BioMed Central,21,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-7-21,GenoLink
seal2016netpredictor,Netpredictor: R and Shiny package to perform Drug-Target Bipartite network analysis and prediction of missing links.,"Seal, Abhik and Wild, David John",2016,bioRxiv,Cold Spring Harbor Laboratory,2,https://www.biorxiv.org/content/early/2016/10/10/080036.abstract,Netpredictor
ma2009snavi,SNAVI: Desktop application for analysis and visualization of large-scale signaling networks,"Ma'ayan, Avi and Jenkins, Sherry L and Webb, Ryan L and Berger, Seth I and Purushothaman, Sudarshan P and Abul-Husn, Noura S and Posner, Jeremy M and Flores, Tony and Iyengar, Ravi",2009,BMC systems biology,BioMed Central,35,https://bmcsystbiol.biomedcentral.com/articles/10.1186/1752-0509-3-10,SNAVI
czerwinska2015dedal,DeDaL: Cytoscape 3 app for producing and morphing data-driven and structure-driven network layouts,"Czerwinska, Urszula and Calzone, Laurence and Barillot, Emmanuel and Zinovyev, Andrei",2015,BMC systems biology,BioMed Central,12,https://bmcsystbiol.biomedcentral.com/articles/10.1186/s12918-015-0189-4,DeDaL
ruths2008rapidly,Rapidly exploring structural and dynamic properties of signaling networks using PathwayOracle,"Ruths, Derek and Nakhleh, Luay and Ram, Prahlad T",2008,BMC systems biology,BioMed Central,17,https://bmcsystbiol.biomedcentral.com/articles/10.1186/1752-0509-2-76,PathwayOracle
zhukova2015mimoza,Mimoza: web-based semantic zooming and navigation in metabolic networks,"Zhukova, Anna and Sherman, David J",2015,BMC systems biology,BioMed Central,1,https://bmcsystbiol.biomedcentral.com/articles/10.1186/s12918-015-0151-5,Mimoza
warsow2010expressence,ExprEssence-revealing the essence of differential experimental data in the context of an interaction/regulation net-work,"Warsow, Gregor and Greber, Boris and Falk, Steffi SI and Harder, Clemens and Siatkowski, Marcin and Schordan, Sandra and Som, Anup and Endlich, Nicole and Sch{\""o}ler, Hans and Repsilber, Dirk and others",2010,BMC systems biology,BioMed Central,79,https://bmcsystbiol.biomedcentral.com/articles/10.1186/1752-0509-4-164,ExprEssence
hart2015panda,PANDA: pathway and annotation explorer for visualizing and interpreting gene-centric data,"Hart, Steven N and Moore, Raymond M and Zimmermann, Michael T and Oliver, Gavin R and Egan, Jan B and Bryce, Alan H and Kocher, Jean-Pierre A",2015,PeerJ,PeerJ Inc.,3,https://peerj.com/articles/970,PANDA
dahlquist2016grnsight,GRNsight: a web application and service for visualizing models of small-to medium-scale gene regulatory networks,"Dahlquist, Kam D and Dionisio, John David N and Fitzpatrick, Ben G and Anguiano, Nicole A and Varshneya, Anindita and Southwick, Britain J and Samdarshi, Mihir",2016,PeerJ Computer Science,PeerJ Inc.,1,https://peerj.com/articles/cs-85/,GRNsight
landesfeind2014integrative,Integrative study of Arabidopsis thaliana metabolomic and transcriptomic data with the interactive MarVis-Graph software,"Landesfeind, Manuel and Kaever, Alexander and Feussner, Kirstin and Thurow, Corinna and Gatz, Christiane and Feussner, Ivo and Meinicke, Peter",2014,PeerJ,PeerJ Inc.,6,https://peerj.com/articles/239/,MarVis-Graph
li2005ubviz,UBViz: a software tool for exploring metabolic pathways in 3-D space,"Li, Song and Chou, Hui-Hsien",2005,BioTechniques,Future Science,2,https://www.future-science.com/doi/full/10.2144/05384BM04,UBViz
chang2016mango,Mango: combining and analyzing heterogeneous biological networks,"Chang, Jennifer and Cho, Hyejin and Chou, Hui-Hsien",2016,BioData mining,BioMed Central,4,https://biodatamining.biomedcentral.com/articles/10.1186/s13040-016-0105-5,Mango
kostromins2012paint4net,Paint4Net: COBRA Toolbox extension for visualization of stoichiometric models of metabolism,"Kostromins, Andrejs and Stalidzans, Egils",2012,Biosystems,Elsevier,36,https://www.sciencedirect.com/science/article/pii/S0303264712000524,Paint4Net
gogoshin2017new,New algorithm and software (BNOmics) for inferring and visualizing bayesian networks from heterogeneous big biological and genetic data,"Gogoshin, Grigoriy and Boerwinkle, Eric and Rodin, Andrei S",2017,Journal of Computational Biology,"Mary Ann Liebert, Inc. 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",6,https://www.liebertpub.com/doi/abs/10.1089/cmb.2016.0100,BNOmics
xu2018pypathway,PyPathway: Python Package for Biological Network Analysis and Visualization,"Xu, Yang and Luo, Xiao-Chun",2018,Journal of Computational Biology,"Mary Ann Liebert, Inc. 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",0,https://www.liebertpub.com/doi/abs/10.1089/cmb.2017.0199,PyPathway
costa2016cylineup,CyLineUp: A cytoscape app for visualizing data in network small multiples,"Costa, Maria Cec{\'\i}lia D and Slijkhuis, Thijs and Ligterink, Wilco and Hilhorst, Henk WM and de Ridder, Dick and Nijveen, Harm",2016,F1000Research,Faculty of 1000 Ltd,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4909101.1/,CyLineUp
kao2008browsing,Browsing Multidimensional Molecular Networks with the Generic Network Browser (N-Browse),"Kao, Huey-Ling and Gunsalus, Kristin C",2008,Current protocols in bioinformatics,Wiley Online Library,34,https://currentprotocols.onlinelibrary.wiley.com/doi/abs/10.1002/0471250953.bi0911s23,N-Browse
nishida2014keggscape,KEGGscape: a Cytoscape app for pathway data integration,"Nishida, Kozo and Ono, Keiichiro and Kanaya, Shigehiko and Takahashi, Koichi",2014,F1000Research,Faculty of 1000 Ltd,27,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4141640/,KEGGscape
morris2014enhancedgraphics,enhancedGraphics: a Cytoscape app for enhanced node graphics,"Morris, John H and Kuchinsky, Allan and Ferrin, Thomas E and Pico, Alexander R",2014,F1000Research,Faculty of 1000 Ltd,14,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4176421/,enhancedGraphics
dilek2010visibioweb,VISIBIOweb: visualization and layout services for BioPAX pathway models,"Dilek, Alptug and Belviranli, Mehmet E and Dogrusoz, Ugur",2010,Nucleic acids research,Oxford University Press,14,https://academic.oup.com/nar/article-abstract/38/suppl_2/W150/1102602,VISIBIOweb
jia2010metnetge,MetNetGE: interactive views of biological networks and ontologies,"Jia, Ming and Choi, Suh-Yeon and Reiners, Dirk and Wurtele, Eve S and Dickerson, Julie A",2010,BMC bioinformatics,BioMed Central,11,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-11-469,MetNetGE
jia2009metnetge,MetNetGE: Visualizing biological networks in hierarchical views and 3D tiered layouts,"Jia, Ming and Swaminathan, Sivakumar and Wurtele, Eve Syrkin and Dickerson, Julie",2009,,,6,https://ieeexplore.ieee.org/abstract/document/5332109/,MetNetGE
iragne2004proviz,ProViz: protein interaction visualization and exploration,"Iragne, Florian and Nikolski, Macha and Mathieu, Bertrand and Auber, David and Sherman, David",2004,Bioinformatics,Oxford University Press,128,https://academic.oup.com/bioinformatics/article-abstract/21/2/272/187257,ProViz
berger2007avis,AVIS: AJAX viewer of interactive signaling networks,"Berger, Seth I and Iyengar, Ravi and Ma’ayan, Avi",2007,Bioinformatics,Oxford University Press,34,https://academic.oup.com/bioinformatics/article-abstract/23/20/2803/231311,AVIS
huttenhower2009graphle,"Graphle: Interactive exploration of large, dense graphs","Huttenhower, Curtis and Mehmood, Sajid O and Troyanskaya, Olga G",2009,BMC bioinformatics,BioMed Central,19,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-10-417,Graphle
khomtchouk2016microscope,MicroScope: ChIP-seq and RNA-seq software analysis suite for gene expression heatmaps,"Khomtchouk, Bohdan B and Hennessy, James R and Wahlestedt, Claes",2016,BMC bioinformatics,BioMed Central,7,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-016-1260-x,MicroScope
singhal2007cabin,CABIN: collective analysis of biological interaction networks,"Singhal, Mudita and Domico, Kelly",2007,Computational Biology and Chemistry,Elsevier,24,https://www.sciencedirect.com/science/article/pii/S1476927107000552,Collective Analysis of Biological Interaction Networks
negishi2007expanda,eXpanda: an integrated platform for network analysis and visualization,"Negishi, Yoshiteru and Nakamura, Hiroyuki and Yachie, Nozomu and Saito, Rintaro and Tomita, Masaru",2007,In silico biology,IOS Press,6,https://content.iospress.com/articles/in-silico-biology/isb00283,eXpanda
hu2014vnp,"VNP: interactive visual network pharmacology of diseases, targets, and drugs","Hu, Q-N and Deng, Z and Tu, W and Yang, X and Meng, Z-B and Deng, Z-X and Liu, J",2014,CPT: pharmacometrics \& systems pharmacology,Wiley Online Library,13,https://ascpt.onlinelibrary.wiley.com/doi/abs/10.1038/psp.2014.1,VNP
ahmed2005geomi,Geomi: Geometry for maximum insight,"Ahmed, Adel and Dwyer, Tim and Forster, Michael and Fu, Xiaoyan and Ho, Joshua and Hong, Seok-Hee and Kosch{\""u}tzki, Dirk and Murray, Colin and Nikolov, Nikola S and Taib, Ronnie and others",2005,,,61,https://link.springer.com/chapter/10.1007/11618058_42,GEOMI
brinkrolf2018modeling,Modeling and Simulating the Aerobic Carbon Metabolism of a Green Microalga Using Petri Nets and New Concepts of VANESA,"Brinkrolf, Christoph and Henke, Nadja A and Ochel, Lennart and Pucker, Boas and Kruse, Olaf and Lutter, Petra",2018,Journal of integrative bioinformatics,De Gruyter,0,https://www.degruyter.com/view/j/jib.2018.15.issue-3/jib-2018-0018/jib-2018-0018.xml?intcmp=trendmd,VANESA
brinkrolf2014vanesa,VANESA-A software application for the visualization and analysis of networks in systems biology applications,"Brinkrolf, Christoph and Janowski, Sebastian Jan and Kormeier, Benjamin and Lewinski, Martin and Hippe, Klaus and Borck, Daniela and Hofest{\""a}dt, Ralf",2014,Journal of integrative bioinformatics,De Gruyter,15,https://www.degruyter.com/view/j/jib.2014.11.issue-2/jib-2014-239/jib-2014-239.xml,VANESA
forbes2018dynamic,Dynamic Influence Networks for Rule-based Models,"Forbes, Angus G and Burks, Andrew and Lee, Kristine and Li, Xing and Boutillier, Pierre and Krivine, Jean and Fontana, Walter",2018,IEEE Transactions on Visualization \& Computer Graphics,IEEE,3,https://ieeexplore.ieee.org/iel7/2945/4359476/08017593.pdf,DIN-Viz
ostaszewski2018clustering,Clustering approaches for visual knowledge exploration in molecular interaction networks,"Ostaszewski, Marek and Kieffer, Emmanuel and Danoy, Gr{\'e}goire and Schneider, Reinhard and Bouvry, Pascal",2018,BMC bioinformatics,BioMed Central,0,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-018-2314-z,OstaszewskiEtAl2018
neuweger2009visualizing,Visualizing post genomics data-sets on customized pathway maps by ProMeTra--aeration-dependent gene expression and metabolism of Corynebacterium glutamicum as an example,"Neuweger, Heiko and Persicke, Marcus and Albaum, Stefan P and Bekel, Thomas and Dondrup, Michael and H{\""u}ser, Andrea T and Winnebald, J{\""o}rn and Schneider, Jessica and Kalinowski, J{\""o}rn and Goesmann, Alexander",2009,BMC systems biology,BioMed Central,66,https://bmcsystbiol.biomedcentral.com/articles/10.1186/1752-0509-3-82,ProMeTra
oesper2011wordcloud,WordCloud: a Cytoscape plugin to create a visual semantic summary of networks,"Oesper, Layla and Merico, Daniele and Isserlin, Ruth and Bader, Gary D",2011,Source code for biology and medicine,BioMed Central,48,https://scfbm.biomedcentral.com/articles/10.1186/1751-0473-6-7,WordCloud
gawron2016minerva,MINERVA—a platform for visualization and curation of molecular interaction networks,"Gawron, Piotr and Ostaszewski, Marek and Satagopam, Venkata and Gebel, Stephan and Mazein, Alexander and Kuzma, Michal and Zorzan, Simone and McGee, Fintan and Otjacques, Beno{\^\i}t and Balling, Rudi and others",2016,NPJ systems biology and applications,Nature Publishing Group,15,https://www.nature.com/articles/npjsba201620,MINERVA
salazar2014ppi,Ppi layouts: Biojs components for the display of protein-protein interactions,"Salazar, Gustavo A and Meintjes, Ayton and Mulder, Nicola",2014,F1000Research,Faculty of 1000 Ltd,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103490.1/,PPI layouts
villaveces2014keggviewer,"KEGGViewer, a BioJS component to visualize KEGG Pathways","Villaveces, Jose M and Jimenez, Rafael C and Habermann, Bianca H",2014,F1000Research,Faculty of 1000 Ltd,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3954160/,KEGGViewer
villaveces2014psicquicgraph,"PsicquicGraph, a BioJS component to visualize molecular interactions from PSICQUIC servers","Villaveces, Jose M and Jimenez, Rafael C and Habermann, Bianca H",2014,F1000Research,Faculty of 1000 Ltd,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4097353.1/,PsicquicGraph
